Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition 
47,Travel_Rarely,Sales,15.0,4,Marketing,Female,Research Director,Married,66379.0,0.0,15,8.0,0,8.0,2.0,7,7,7,0
27,Travel_Rarely,Sales,11.0,4,Life Sciences,Male,Sales Executive,Married,194874.0,7.0,14,8.0,1,5.0,2.0,3,0,2,0
31,Travel_Frequently,Research & Development,8.0,4,Medical,Male,Research Scientist,Divorced,24466.0,9.0,14,8.0,1,9.0,3.0,2,2,2,0
28,Travel_Rarely,Research & Development,30.0,2,Life Sciences,Male,Laboratory Technician,Married,68520.0,1.0,18,8.0,1,1.0,2.0,1,0,0,0
40,Non-Travel,Research & Development,1.0,1,Life Sciences,Male,Laboratory Technician,Divorced,43427.0,9.0,15,8.0,0,6.0,6.0,4,0,0,0
33,Travel_Rarely,Research & Development,4.0,2,Life Sciences,Male,Sales Executive,Single,49360.0,0.0,14,8.0,0,6.0,2.0,5,0,3,1
30,Travel_Rarely,Research & Development,6.0,4,Medical,Female,Sales Executive,Married,30410.0,1.0,11,8.0,1,9.0,2.0,9,0,8,0
44,Travel_Frequently,Research & Development,1.0,2,Medical,Male,Research Scientist,Divorced,103330.0,3.0,14,8.0,1,19.0,2.0,1,0,88,1
40,Travel_Rarely,Research & Development,8.0,3,Medical,Female,Healthcare Representative,Married,86968.0,2.0,20,8.0,0,8.0,2.0,6,1,0,1
40,Non-Travel,Research & Development,29.0,2,Life Sciences,Male,Manufacturing Director,Married,167040.0,9.0,22,8.0,0,5.0,2.0,3,0,2,0
34,Travel_Rarely,Human Resources,3.0,3,Human Resources,Male,Manufacturing Director,Married,28318.0,1.0,109,8.0,1,10.0,2.0,10,8,6,0
50,Travel_Frequently,Sales,2.0,2,Marketing,Male,Sales Executive,Married,29600.0,1.0,14,8.0,3,32.0,2.0,32,10,7,0
28,Travel_Frequently,Research & Development,2.0,3,Medical,Male,Research Scientist,Married,23416.0,3.0,20,8.0,1,5.0,5.0,3,1,2,1
30,Travel_Rarely,Sales,26.0,3,Marketing,Female,Manager,Single,44200.0,9.0,11,8.0,0,9.0,3.0,7,0,2,0
33,Travel_Rarely,Research & Development,10.0,3,Medical,Female,Manufacturing Director,Married,28990.0,1.0,17,8.0,0,15.0,3.0,15,5,7,0
54,Travel_Frequently,Sales,11.0,3,Life Sciences,Female,Research Scientist,Divorced,37610.0,3.0,12,8.0,0,26.0,3.0,14,1,12,0
36,Travel_Rarely,Sales,2.0,4,Technical Degree,Male,Sales Executive,Single,54820.0,1.0,18,8.0,0,18.0,3.0,17,15,14,1
42,Travel_Rarely,Human Resources,2.0,3,Other,Female,Healthcare Representative,Divorced,174650.0,8.0,13,8.0,1,7.0,3.0,5,0,4,0
41,Travel_Rarely,Research & Development,17.0,2,Other,Male,Manufacturing Director,Divorced,52080.0,3.0,11,8.0,3,12.0,2.0,9,0,7,0
31,Travel_Frequently,Research & Development,2.0,2,Medical,Female,Manufacturing Director,Single,53960.0,7.0,17,8.0,1,3.0,2.0,1,0,0,1
33,Travel_Rarely,Research & Development,2.0,1,Life Sciences,Male,Research Scientist,Single,42560.0,1.0,13,8.0,3,5.0,1.0,5,0,2,0
27,Travel_Frequently,Sales,25.0,3,Life Sciences,Male,Healthcare Representative,Single,31720.0,1.0,20,8.0,1,9.0,1.0,9,1,7,0
42,Travel_Rarely,Research & Development,7.0,3,Technical Degree,Female,Sales Executive,Married,182650.0,9.0,12,8.0,1,18.0,4.0,13,5,7,0
35,Non-Travel,Research & Development,29.0,3,Medical,Female,Sales Executive,Married,78230.0,1.0,13,8.0,1,15.0,3.0,14,2,9,0
39,Travel_Rarely,Research & Development,26.0,1,Medical,Male,Healthcare Representative,Single,34470.0,0.0,14,8.0,0,9.0,5.0,8,1,7,0
30,Travel_Rarely,Sales,3.0,3,Life Sciences,Male,Healthcare Representative,Married,40772.0,4.0,12,8.0,0,7.0,5.0,5,0,1,1
45,Travel_Rarely,Sales,11.0,2,Marketing,Male,Sales Executive,Divorced,38330.0,2.0,14,8.0,0,24.0,1.0,7,0,7,0
46,Travel_Rarely,Research & Development,28.0,3,Medical,Female,Human Resources,Divorced,191314.0,6.0,11,8.0,3,13.0,2.0,8,0,7,0
40,Travel_Rarely,Research & Development,2.0,1,Life Sciences,Male,Healthcare Representative,Single,22130.0,1.0,17,8.0,0,21.0,4.0,20,4,9,0
58,Non-Travel,Research & Development,3.0,3,Life Sciences,Male,Manufacturing Director,Divorced,39680.0,2.0,13,8.0,2,12.0,3.0,5,1,2,0
32,Travel_Rarely,Sales,9.0,4,Life Sciences,Female,Research Scientist,Single,57690.0,1.0,11,8.0,0,4.0,3.0,4,1,2,0
36,Non-Travel,Sales,28.0,1,Life Sciences,Male,Research Scientist,Divorced,48980.0,4.0,13,8.0,1,12.0,3.0,7,0,7,0
24,Travel_Rarely,Research & Development,28.0,2,Medical,Male,Research Scientist,Single,105183.0,1.0,17,8.0,1,6.0,0.0,5,1,4,1
47,Travel_Rarely,Research & Development,9.0,4,Medical,Female,Sales Representative,Married,23660.0,3.0,116,8.0,0,11.0,5.0,5,1,2,0
20,Travel_Frequently,Sales,5.0,4,Life Sciences,Female,Healthcare Representative,Single,99240.0,1.0,22,8.0,0,1.0,3.0,1,1,0,1
51,Travel_Rarely,Research & Development,29.0,4,Life Sciences,Female,Manufacturing Director,Married,24510.0,3.0,17,8.0,0,10.0,2.0,4,0,3,0
29,Travel_Rarely,Research & Development,9.0,3,Medical,Female,Research Scientist,Divorced,52960.0,4.0,14,8.0,0,11.0,3.0,7,1,7,0
27,Travel_Rarely,Research & Development,10.0,3,Life Sciences,Female,Laboratory Technician,Single,29560.0,8.0,13,8.0,0,9.0,6.0,7,0,7,0
53,Travel_Rarely,Research & Development,12.0,3,Medical,Male,Manager,Married,21090.0,2.0,13,8.0,0,31.0,3.0,25,3,7,0
25,Travel_Rarely,Human Resources,7.0,2,Human Resources,Male,Manufacturing Director,Single,86330.0,1.0,19,8.0,1,5.0,2.0,5,1,3,0
30,Travel_Rarely,Sales,20.0,3,Marketing,Male,Sales Executive,Divorced,48100.0,8.0,18,8.0,0,8.0,3.0,4,0,3,0
46,Travel_Rarely,Research & Development,8.0,3,Life Sciences,Female,Research Director,Married,40710.0,3.0,13,8.0,0,28.0,5.0,7,7,7,0
47,Travel_Rarely,Sales,19.0,4,Medical,Female,Research Scientist,Single,55820.0,1.0,16,8.0,0,9.0,3.0,9,0,7,0
25,Travel_Rarely,Research & Development,8.0,3,Life Sciences,Male,Research Scientist,Single,74840.0,1.0,15,8.0,0,6.0,3.0,6,1,4,0
29,Travel_Rarely,Research & Development,16.0,3,Medical,Female,Manufacturing Director,Divorced,22700.0,8.0,11,8.0,1,11.0,4.0,7,1,6,0
41,Travel_Rarely,Research & Development,4.0,3,Life Sciences,Male,Research Scientist,Single,35970.0,3.0,13,8.0,1,11.0,2.0,3,1,2,0
46,Travel_Frequently,Research & Development,21.0,3,Technical Degree,Male,Sales Executive,Single,40350.0,4.0,14,8.0,1,14.0,2.0,9,0,8,0
38,Travel_Rarely,Sales,2.0,3,Marketing,Female,Manager,Divorced,44514.0,9.0,12,8.0,0,10.0,3.0,2,1,2,0
43,Travel_Frequently,Sales,9.0,3,Medical,Male,Research Director,Married,36764.0,1.0,23,8.0,0,7.0,2.0,7,7,7,0
34,Travel_Frequently,Research & Development,5.0,3,Medical,Male,Research Scientist,Divorced,137440.0,0.0,20,8.0,1,3.0,3.0,2,1,0,1
32,Travel_Rarely,Human Resources,13.0,2,Human Resources,Female,Sales Representative,Single,20610.0,1.0,15,8.0,1,1.0,2.0,1,0,0,0
35,Travel_Rarely,Research & Development,9.0,4,Medical,Female,Research Scientist,Married,38380.0,1.0,16,8.0,1,1.0,2.0,1,0,1,0
32,Non-Travel,Research & Development,16.0,3,Medical,Male,Manager,Single,69865.0,9.0,20,8.0,0,10.0,6.0,8,7,7,0
46,Travel_Rarely,Sales,4.0,3,Medical,Male,Research Scientist,Single,26190.0,6.0,12,8.0,1,10.0,2.8093203883495144,7,5,7,0
27,Travel_Rarely,Research & Development,3.0,3,Life Sciences,Female,Laboratory Technician,Married,48827.0,8.0,18,8.0,0,5.0,2.0,1,0,0,0
36,Travel_Rarely,Research & Development,17.0,4,Life Sciences,Male,Healthcare Representative,Single,67350.0,8.0,25,8.0,2,16.0,3.0,13,3,7,0
39,Travel_Rarely,Human Resources,1.0,4,Medical,Male,Sales Executive,Married,36730.0,3.0,14,8.0,1,19.0,3.0,1,0,0,1
30,Non-Travel,Research & Development,2.0,4,Life Sciences,Female,Research Scientist,Married,51310.0,0.0,15,8.0,1,10.0,2.0,9,7,8,0
40,Travel_Rarely,Research & Development,12.0,3,Life Sciences,Female,Sales Executive,Married,70259.0,1.0,112,8.0,2,21.0,2.0,20,9,9,0
25,Travel_Rarely,Research & Development,12.0,3,Medical,Male,Manufacturing Director,Married,101801.0,0.0,11,8.0,1,4.0,3.0,3,1,2,0
55,Travel_Rarely,Research & Development,2.0,3,Life Sciences,Female,Laboratory Technician,Married,74410.0,3.0,12,8.0,1,24.0,2.8093203883495144,1,1,0,0
43,Travel_Frequently,Research & Development,6.0,3,Medical,Female,Laboratory Technician,Married,96990.0,8.0,19,8.0,1,18.0,3.0,8,0,1,0
52,Travel_Rarely,Research & Development,2.0,4,Medical,Female,Sales Representative,Married,35370.0,0.0,11,8.0,1,34.0,3.0,33,11,9,0
35,Travel_Frequently,Human Resources,9.0,3,Other,Female,Sales Representative,Married,40840.0,4.0,13,8.0,1,5.0,3.0,3,1,2,0
29,Travel_Rarely,Research & Development,2.0,2,Medical,Male,Sales Executive,Married,26780.0,1.0,25,8.0,1,1.0,3.0,1,0,0,0
33,Travel_Rarely,Research & Development,9.0,5,Medical,Male,Laboratory Technician,Married,82240.0,6.0,19,8.0,0,14.0,3.0,10,7,6,0
24,Travel_Frequently,Sales,4.0,4,Marketing,Male,Sales Executive,Married,45080.0,0.0,11,8.0,1,3.0,5.0,2,2,1,0
29,Travel_Frequently,Research & Development,17.0,4,Medical,Male,Laboratory Technician,Single,65130.0,1.0,11,8.0,1,10.0,2.0,10,0,9,0
35,Travel_Rarely,Sales,2.0,4,Marketing,Male,Manufacturing Director,Married,105566.0,1.0,13,8.0,0,2.0,1.0,2,2,2,0
27,Travel_Rarely,Research & Development,6.0,4,Life Sciences,Male,Laboratory Technician,Divorced,37550.0,1.0,19,8.0,0,5.0,2.0,5,0,3,0
34,Travel_Frequently,Research & Development,10.0,4,Life Sciences,Female,Manufacturing Director,Married,26278.0,1.0,12,8.0,3,16.0,4.0,15,6,11,0
30,Non-Travel,Sales,10.0,2,Life Sciences,Male,Laboratory Technician,Single,188800.0,0.0,22,8.0,1,12.0,3.0,11,6,7,0
42,Travel_Rarely,Sales,1.0,3,Life Sciences,Female,Sales Executive,Divorced,23720.0,3.0,12,8.0,1,14.0,3.0,0,0,0,0
18,Travel_Rarely,Sales,7.0,3,Life Sciences,Male,Research Scientist,Single,38120.0,1.0,15,8.0,0,0.0,3.0,0,0,0,0
42,Travel_Rarely,Research & Development,3.0,4,Life Sciences,Male,Manager,Single,11034.0,2.0,114,8.0,0,16.0,0.0,1,0,0,0
28,Travel_Rarely,Research & Development,3.0,3,Life Sciences,Female,Healthcare Representative,Married,111590.0,1.0,12,8.0,0,5.0,2.0,5,0,4,0
28,Travel_Rarely,Research & Development,6.0,3,Technical Degree,Male,Research Scientist,Married,24339.0,1.0,16,8.0,0,6.0,4.0,6,3,3,0
41,Travel_Rarely,Research & Development,25.0,1,Life Sciences,Male,Research Director,Married,26611.0,7.0,14,8.0,1,22.0,2.0,18,11,8,0
28,Travel_Rarely,Research & Development,2.0,2,Medical,Male,Manager,Single,28580.0,1.0,12,8.0,0,7.0,2.0,7,0,7,0
58,Travel_Rarely,Research & Development,3.0,4,Life Sciences,Male,Research Scientist,Divorced,26220.0,2.0,109,8.0,0,24.0,3.0,6,0,4,0
33,Travel_Rarely,Research & Development,16.0,3,Medical,Female,Laboratory Technician,Divorced,20900.0,4.0,16,8.0,0,10.0,2.0,6,0,5,0
30,Travel_Frequently,Research & Development,10.0,3,Life Sciences,Female,Healthcare Representative,Divorced,28140.0,1.0,24,8.0,0,10.0,2.0,10,0,9,0
29,Travel_Frequently,Research & Development,2.0,4,Medical,Male,Research Scientist,Divorced,27160.0,0.0,18,8.0,0,8.0,2.0,7,1,1,0
30,Travel_Frequently,Research & Development,11.0,3,Life Sciences,Female,Human Resources,Divorced,22070.0,6.0,14,8.0,0,6.0,4.0,4,1,2,1
36,Travel_Rarely,Research & Development,18.0,1,Medical,Male,Manufacturing Director,Married,67597.0,9.0,17,8.0,1,7.0,3.0,3,1,1,0
28,Travel_Rarely,Research & Development,7.0,3,Other,Male,Human Resources,Single,96370.0,1.0,105,8.0,0,5.0,6.0,5,0,2,0
27,Travel_Rarely,Research & Development,13.0,2,Medical,Female,Research Director,Single,28560.0,1.0,12,8.0,2,5.0,5.0,5,0,4,0
41,Travel_Rarely,Research & Development,11.0,4,Medical,Male,Research Scientist,Married,57430.0,2.0,12,8.0,3,7.0,2.0,5,1,4,0
20,Travel_Rarely,Research & Development,29.0,3,Life Sciences,Female,Laboratory Technician,Single,27070.0,1.0,11,8.0,0,1.0,2.0,1,0,0,1
34,Travel_Frequently,Human Resources,7.0,4,Other,Female,Research Scientist,Married,13930.0,1.0,11,8.0,2,10.0,4.0,10,1,96,0
45,Travel_Rarely,Research & Development,19.0,1,Life Sciences,Female,Sales Representative,Married,59048.0,0.0,14,8.0,0,25.0,4.0,24,1,7,0
39,Travel_Rarely,Research & Development,18.0,2,Life Sciences,Male,Laboratory Technician,Single,29319.0,0.0,20,8.0,0,6.0,3.0,5,0,3,1
33,Travel_Rarely,Research & Development,28.0,4,Life Sciences,Female,Manager,Married,60910.0,1.0,15,8.0,0,5.0,6.0,5,1,4,0
43,Travel_Rarely,Sales,17.0,2,Marketing,Female,Laboratory Technician,Single,67820.0,0.0,16,8.0,1,10.0,2.0,9,1,8,0
42,Travel_Rarely,Sales,15.0,1,Marketing,Male,Laboratory Technician,Married,47232.0,9.0,18,8.0,2,8.0,2.0,4,0,2,0
39,Travel_Rarely,Sales,30.0,1,Marketing,Female,Laboratory Technician,Divorced,54600.0,6.0,13,8.0,2,21.0,3.0,19,15,2,0
49,Travel_Rarely,Sales,5.0,2,Life Sciences,Male,Research Director,Married,108450.0,3.0,24,8.0,0,27.0,4.0,4,1,2,0
34,Non-Travel,Sales,1.0,2,Life Sciences,Male,Research Scientist,Divorced,86210.0,1.0,17,8.0,1,5.0,1.0,5,0,0,0
31,Travel_Rarely,Sales,2.0,3,Marketing,Female,Sales Executive,Divorced,64650.0,4.0,17,8.0,0,13.0,3.0,7,5,7,0
46,Travel_Rarely,Sales,20.0,4,Marketing,Female,Sales Executive,Divorced,41962.0,2.0,14,8.0,0,19.0,5.0,10,0,8,0
45,Travel_Rarely,Research & Development,2.0,3,Medical,Female,Sales Executive,Married,50980.0,3.0,14,8.0,1,8.0,4.0,2,0,2,0
29,Travel_Rarely,Sales,4.0,3,Marketing,Male,Research Scientist,Single,36910.0,1.0,13,8.0,0,2.0,3.0,2,2,2,1
27,Travel_Rarely,Sales,16.0,3,Marketing,Male,Research Scientist,Single,39860.0,1.0,12,8.0,2,7.0,3.0,7,0,3,0
36,Travel_Rarely,Sales,1.0,2,Marketing,Female,Sales Executive,Divorced,86387.0,1.0,14,8.0,2,17.0,3.0,17,12,8,0
52,Travel_Rarely,Research & Development,13.0,3,Medical,Male,Research Scientist,Married,48780.0,2.0,11,8.0,1,31.0,3.0,5,1,4,0
32,Travel_Rarely,Sales,1.0,3,Life Sciences,Male,Research Scientist,Single,27430.0,1.0,19,8.0,1,1.0,2.0,1,0,0,1
43,Travel_Rarely,Research & Development,10.0,5,Technical Degree,Female,Sales Executive,Divorced,27042.0,4.0,11,8.0,0,21.0,3.0,1,0,0,0
42,Travel_Rarely,Research & Development,8.0,3,Technical Degree,Female,Sales Executive,Married,182650.0,9.0,12,8.0,1,18.0,4.0,13,5,7,0
54,Travel_Rarely,Research & Development,19.0,4,Medical,Female,Laboratory Technician,Divorced,49630.0,9.0,15,8.0,1,9.0,2.0,5,1,4,0
58,Travel_Frequently,Sales,9.0,2,Technical Degree,Male,Sales Executive,Divorced,21530.0,9.0,11,8.0,0,3.0,3.0,1,0,0,1
33,Travel_Frequently,Research & Development,15.0,4,Medical,Female,Laboratory Technician,Single,24060.0,1.0,11,8.0,0,10.0,3.0,10,9,7,1
44,Travel_Rarely,Research & Development,3.0,4,Life Sciences,Male,Research Scientist,Divorced,47070.0,1.0,17,8.0,0,26.0,4.0,25,14,13,0
24,Travel_Rarely,Sales,29.0,3,Life Sciences,Female,Healthcare Representative,Divorced,118490.0,1.0,16,8.0,1,5.0,3.0,4,3,2,0
34,Travel_Rarely,Research & Development,12.0,2,Technical Degree,Male,Human Resources,Divorced,88650.0,1.0,11,8.0,1,1.0,0.0,1,1,0,0
27,Travel_Rarely,Human Resources,12.0,4,Medical,Male,Sales Executive,Married,66320.0,0.0,16,8.0,0,6.0,3.0,5,1,4,0
54,Travel_Frequently,Sales,10.0,3,Life Sciences,Female,Research Scientist,Divorced,37610.0,3.0,12,8.0,0,26.0,3.0,14,1,12,0
36,Non-Travel,Research & Development,8.0,2,Life Sciences,Male,Sales Executive,Single,116310.0,1.0,18,8.0,1,10.0,2.0,10,0,9,0
40,Travel_Frequently,Sales,1.0,3,Marketing,Male,Research Scientist,Divorced,39978.0,8.0,19,8.0,0,3.0,2.0,1,0,0,0
34,Travel_Rarely,Research & Development,3.0,3,Life Sciences,Male,Laboratory Technician,Married,53430.0,1.0,14,8.0,0,10.0,5.0,10,4,8,0
20,Travel_Rarely,Research & Development,6.0,3,Medical,Male,Research Director,Single,83920.0,1.0,17,8.0,0,2.0,5.0,2,1,2,0
36,Travel_Rarely,Sales,6.0,3,Medical,Female,Sales Executive,Married,42000.0,0.0,22,8.0,0,10.0,3.0,9,0,5,0
45,Travel_Rarely,Research & Development,2.0,1,Medical,Female,Sales Executive,Married,44727.0,0.0,23,8.0,0,9.0,2.0,8,3,7,0
28,Travel_Rarely,Research & Development,11.0,2,Medical,Male,Sales Executive,Single,58130.0,2.0,20,8.0,1,5.0,2.0,0,0,0,1
33,Travel_Rarely,Research & Development,8.0,2,Life Sciences,Female,Research Scientist,Divorced,161944.0,0.0,13,8.0,1,10.0,2.0,9,0,8,0
32,Travel_Rarely,Research & Development,2.0,4,Life Sciences,Female,Research Director,Single,41480.0,7.0,15,8.0,0,10.0,0.0,5,0,4,1
36,Travel_Frequently,Sales,22.0,3,Life Sciences,Male,Human Resources,Married,23732.0,3.0,15,8.0,0,9.0,2.0,3,0,2,0
30,Travel_Rarely,Sales,10.0,3,Marketing,Female,Research Scientist,Married,90710.0,0.0,19,8.0,1,12.0,2.0,11,5,7,0
31,Non-Travel,Research & Development,9.0,4,Life Sciences,Female,Sales Executive,Single,147320.0,0.0,12,8.0,0,10.0,3.0,9,1,7,0
29,Travel_Frequently,Research & Development,6.0,2,Medical,Male,Human Resources,Married,41150.0,1.0,11,8.0,0,11.0,1.0,11,3,10,0
38,Travel_Rarely,Sales,6.0,4,Life Sciences,Female,Research Scientist,Married,107480.0,7.0,15,8.0,0,17.0,3.0,1,0,0,1
33,Travel_Rarely,Sales,9.0,1,Other,Female,Sales Executive,Married,32950.0,6.0,22,8.0,2,7.0,2.0,3,1,1,0
27,Travel_Rarely,Sales,3.0,3,Life Sciences,Male,Manager,Single,67541.0,1.0,13,8.0,1,6.0,2.0,6,1,103,0
38,Non-Travel,Sales,7.0,4,Marketing,Male,Sales Executive,Divorced,73360.0,5.0,11,8.0,0,13.0,3.0,11,3,8,0
28,Travel_Rarely,Sales,2.0,4,Life Sciences,Female,Sales Representative,Single,21097.0,2.0,15,8.0,1,5.0,5.0,3,1,2,0
37,Travel_Rarely,Sales,6.0,1,Technical Degree,Male,Laboratory Technician,Single,46390.0,2.0,12,8.0,2,12.0,3.0,5,1,3,0
34,Travel_Rarely,Research & Development,19.0,1,Medical,Male,Healthcare Representative,Single,27030.0,1.0,21,8.0,1,9.0,2.0,8,7,7,0
31,Travel_Rarely,Research & Development,10.0,4,Life Sciences,Male,Sales Executive,Married,21870.0,1.0,15,8.0,1,13.0,2.0,13,3,12,0
28,Travel_Rarely,Sales,2.0,4,Life Sciences,Male,Research Scientist,Single,21561.0,7.0,18,8.0,3,10.0,0.0,7,3,7,1
35,Travel_Rarely,Research & Development,26.0,1,Medical,Male,Sales Executive,Married,54100.0,0.0,18,8.0,0,6.0,4.0,5,0,4,0
51,Travel_Frequently,Research & Development,6.0,3,Life Sciences,Female,Manager,Single,15690.0,2.0,11,8.0,0,18.0,2.0,4,0,92,1
39,Non-Travel,Research & Development,3.0,3,Life Sciences,Female,Manufacturing Director,Married,109760.0,1.0,11,8.0,0,9.0,3.0,9,5,8,0
42,Travel_Rarely,Research & Development,24.0,4,Life Sciences,Female,Manager,Married,64470.0,6.0,13,8.0,0,18.0,3.0,1,0,0,0
30,Travel_Rarely,Human Resources,1.0,4,Human Resources,Female,Manager,Married,174260.0,2.0,12,8.0,1,12.0,0.0,10,7,4,0
19,Travel_Rarely,Research & Development,5.0,2,Life Sciences,Male,Manager,Single,53320.0,1.0,23,8.0,1,0.0,2.8093203883495144,0,0,0,1
22,Travel_Frequently,Research & Development,7.0,3,Medical,Female,Laboratory Technician,Single,37850.0,5.0,13,8.0,2,4.0,2.0,2,1,2,1
30,Travel_Rarely,Sales,18.0,3,Life Sciences,Male,Human Resources,Married,23808.0,1.0,18,8.0,1,10.0,2.0,10,3,57,0
32,Travel_Rarely,Sales,15.0,3,Marketing,Male,Research Scientist,Single,101690.0,1.0,14,8.0,0,12.0,2.8093203883495144,11,5,7,0
39,Travel_Frequently,Research & Development,2.0,3,Technical Degree,Female,Manager,Single,131940.0,0.0,11,8.0,0,10.0,2.8093203883495144,9,3,8,0
32,Travel_Rarely,Research & Development,4.0,4,Medical,Female,Sales Executive,Divorced,30783.0,2.0,20,8.0,0,8.0,3.0,5,0,3,0
40,Travel_Rarely,Research & Development,8.0,3,Technical Degree,Female,Healthcare Representative,Single,24040.0,6.0,17,8.0,0,18.0,2.0,4,3,3,0
28,Travel_Rarely,Sales,1.0,2,Life Sciences,Male,Manager,Married,44770.0,1.0,15,8.0,0,3.0,6.0,3,1,2,0
55,Travel_Rarely,Human Resources,17.0,3,Technical Degree,Male,Manufacturing Director,Single,43190.0,4.0,11,8.0,0,12.0,3.0,9,7,3,1
20,Travel_Rarely,Research & Development,1.0,3,Life Sciences,Male,Sales Representative,Single,61620.0,1.0,12,8.0,3,1.0,2.0,1,1,1,1
36,Travel_Rarely,Research & Development,3.0,3,Life Sciences,Male,Healthcare Representative,Married,27200.0,4.0,14,8.0,1,8.0,3.0,5,0,4,0
29,Travel_Rarely,Research & Development,30.0,4,Technical Degree,Female,Sales Representative,Divorced,28860.0,3.0,13,8.0,0,10.0,4.0,7,7,7,1
23,Travel_Rarely,Sales,7.0,4,Life Sciences,Male,Manufacturing Director,Single,103220.0,1.0,14,8.0,2,3.0,2.0,3,1,2,0
47,Travel_Frequently,Research & Development,1.0,3,Medical,Female,Sales Executive,Married,196270.0,7.0,11,8.0,2,25.0,1.0,23,14,10,1
34,Travel_Rarely,Research & Development,14.0,4,Life Sciences,Female,Laboratory Technician,Divorced,23410.0,1.0,20,8.0,2,8.0,3.0,8,0,82,0
39,Travel_Rarely,Human Resources,2.0,4,Medical,Male,Sales Executive,Married,36730.0,3.0,14,8.0,1,19.0,3.0,1,0,0,1
37,Non-Travel,Research & Development,1.0,5,Medical,Female,Research Scientist,Single,62610.0,1.0,12,8.0,0,10.0,1.0,10,0,9,0
42,Travel_Rarely,Sales,15.0,1,Marketing,Male,Laboratory Technician,Married,46680.0,9.0,18,8.0,2,8.0,2.0,4,0,2,0
36,Travel_Rarely,Research & Development,14.0,3,Other,Male,Research Scientist,Married,39573.0,0.0,24,8.0,0,6.0,6.0,5,0,3,0
34,Travel_Rarely,Research & Development,26.0,3,Medical,Male,Laboratory Technician,Single,52370.0,1.0,19,8.0,1,10.0,3.0,10,5,7,0
46,Travel_Rarely,Research & Development,1.0,4,Technical Degree,Female,Sales Executive,Divorced,99570.0,4.0,20,8.0,0,13.0,1.0,10,0,3,0
22,Travel_Rarely,Research & Development,9.0,3,Other,Male,Sales Representative,Married,49070.0,1.0,21,8.0,1,4.0,2.0,4,1,1,0
50,Travel_Rarely,Research & Development,2.0,3,Technical Degree,Female,Sales Executive,Married,134960.0,3.0,18,8.0,1,22.0,2.8093203883495144,12,1,5,0
31,Non-Travel,Research & Development,28.0,4,Medical,Male,Research Scientist,Single,26654.0,0.0,21,8.0,0,4.0,2.0,3,1,2,1
58,Non-Travel,Research & Development,3.0,4,Medical,Male,Laboratory Technician,Divorced,23760.0,4.0,12,8.0,1,37.0,3.0,16,14,14,0
25,Travel_Rarely,Sales,17.0,4,Life Sciences,Male,Research Scientist,Married,198590.0,3.0,19,8.0,0,6.0,3.0,3,2,2,1
53,Travel_Frequently,Sales,9.0,2,Medical,Male,Research Scientist,Married,121160.0,2.0,20,8.0,1,30.0,2.0,15,6,12,0
26,Travel_Frequently,Research & Development,10.0,3,Life Sciences,Female,Manager,Married,163325.0,1.0,22,8.0,0,5.0,3.0,5,3,3,0
30,Travel_Rarely,Sales,8.0,2,Technical Degree,Male,Sales Representative,Married,64867.0,1.0,21,8.0,1,11.0,2.0,11,10,8,0
39,Non-Travel,Research & Development,3.0,4,Life Sciences,Female,Research Director,Single,47240.0,2.0,12,8.0,1,21.0,4.0,6,1,3,0
39,Travel_Rarely,Research & Development,5.0,4,Life Sciences,Male,Sales Executive,Single,134243.0,7.0,14,8.0,1,18.0,1.0,7,1,7,0
28,Travel_Rarely,Sales,25.0,5,Life Sciences,Female,Research Scientist,Single,23462.0,1.0,11,8.0,2,4.0,3.0,4,0,2,0
37,Travel_Rarely,Sales,6.0,1,Technical Degree,Male,Laboratory Technician,Single,46390.0,2.0,12,8.0,2,12.0,3.0,5,1,3,0
30,Travel_Rarely,Sales,10.0,1,Marketing,Male,Research Director,Married,40890.0,0.0,18,8.0,0,10.0,2.0,9,6,7,0
21,Travel_Rarely,Sales,2.0,3,Life Sciences,Male,Manufacturing Director,Single,137570.0,1.0,12,8.0,1,0.0,3.0,0,0,0,0
36,Travel_Rarely,Sales,4.0,2,Marketing,Male,Healthcare Representative,Divorced,178610.0,2.0,18,8.0,0,17.0,2.0,7,7,7,0
50,Travel_Rarely,Sales,28.0,3,Medical,Male,Sales Executive,Married,33251.0,4.0,22,8.0,1,8.0,3.0,1,0,0,0
24,Travel_Rarely,Sales,6.0,2,Medical,Female,Manager,Married,20070.0,1.0,12,8.0,0,1.0,2.0,1,0,0,1
60,Travel_Rarely,Research & Development,8.0,2,Life Sciences,Female,Laboratory Technician,Single,53290.0,8.0,20,8.0,0,10.0,3.0,2,2,2,0
48,Travel_Rarely,Research & Development,2.0,4,Technical Degree,Female,Sales Executive,Single,46569.0,9.0,16,8.0,0,23.0,6.0,1,0,0,1
36,Travel_Rarely,Sales,9.0,3,Marketing,Female,Research Scientist,Single,142750.0,3.0,18,8.0,1,7.0,5.0,3,1,2,0
39,Travel_Rarely,Research & Development,2.0,3,Technical Degree,Male,Healthcare Representative,Divorced,102520.0,8.0,13,8.0,1,7.0,3.0,2,2,2,0
